"","SurveyResponseID","Qdemosage","Qdemoshispanic","Qdemosrace","Qdemoseducation","Qdemosincome","Qdemosgender","Qsexualorientation","Qdemosstate","Qamazonusehowmany","Qamazonusehhsize","Qamazonusehowoft","Qsubstanceusecigarettes","Qsubstanceusemarijuana","Qsubstanceusealcohol","Qpersonaldiabetes","Qpersonalwheelchair","Qlifechanges","QsellYOURdata","Qsellconsumerdata","Qsmallbizuse","Qcensususe","Qresearchsociety","ShippingAddressState","TOTAL_EXCERCISE_SPENT","MORE_THAN_AVERAGE","HAS_PURCHASED_MOTHERBOARD","HAS_PURCHASED_GOLF_BAG","HAS_PURCHASED_TOYS_AND_GAMES","HAS_PURCHASED_SUGAR_CANDY","HAS_PURCHASED_SKATEBOARD","HAS_PURCHASED_GAMES","HAS_PURCHASED_AMAZON_BOOK_READER","HAS_PURCHASED_WEARABLE_COMPUTER","HAS_PURCHASED_PET_SUPPLIES","HAS_PURCHASED_SPORTING_GOODS","HAS_PURCHASED_ABIS_BOOK","HAS_PURCHASED_HEADPHONES","HAS_PURCHASED_PHYSICAL_VIDEO_GAME_SOFTWARE","HAS_PURCHASED_SNACK_CHIP_AND_CRISP","HAS_PURCHASED_DOWNLOADABLE_VIDEO_GAME","HAS_PURCHASED_OUTDOOR_LIVING","HAS_PURCHASED_COOKIE","HAS_PURCHASED_MEAT","HAS_PURCHASED_SWIMWEAR","HAS_PURCHASED_FOOD_STORAGE_CONTAINER","HAS_PURCHASED_MASSAGER","HAS_PURCHASED_WEIGH_SCALE","HAS_PURCHASED_SPEAKERS","HAS_PURCHASED_PLANNER","HAS_PURCHASED_INSTRUMENT_PARTS_AND_ACCESSORIES","HAS_PURCHASED_MEDICATION","HAS_PURCHASED_VEGETABLE","HAS_PURCHASED_VITAMIN","HAS_PURCHASED_PET_FOOD","HAS_PURCHASED_SKIN_MOISTURIZER","HAS_PURCHASED_COFFEE","HAS_PURCHASED_PHYSICAL_MOVIE","HAS_PURCHASED_NUTRITIONAL_SUPPLEMENT","HAS_PURCHASED_SKIN_CLEANING_AGENT","HAS_PURCHASED_HERBAL_SUPPLEMENT","HAS_PURCHASED_MINERAL_SUPPLEMENT","HAS_PURCHASED_PROTEIN_DRINK","HAS_PURCHASED_PROTEIN_SUPPLEMENT_POWDER","HAS_PURCHASED_DIETARY_SUPPLEMENTS","HAS_PURCHASED_ABIS_SPORTS","HAS_PURCHASED_HEALTH_FOOD","HAS_PURCHASED_SPORTS_DRINK"
"3952","R_Clw8DVLDuASE4s9","35 - 44 years","Yes","Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999","Female","heterosexual (straight)","Pennsylvania","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","Divorce","No","No","Yes","No","Yes","PA",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3953","R_3lVJM7vRGq2Y6FR","35 - 44 years","No","Black or African American","High school diploma or GED","Less than $25,000","Male","heterosexual (straight)","Pennsylvania","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","No","No","No","","No","Yes if consumers get part of the profit","No","No","Yes","PA",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3954","R_pGHKffvC4zrBtAJ","18 - 24 years","Yes","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Female","LGBTQ+","Texas","1 (just me!)","2","Less than 5 times per month","No","Yes","Yes","No","No","","No","No","Yes","No","Yes","TX",0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3955","R_sGPMme1ysKoSCfT","25 - 34 years","No","White or Caucasian","Bachelor's degree","$50,000 - $74,999","Male","heterosexual (straight)","Florida","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","I don't know","Yes","",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3956","R_brpW12H2OkHT1iF","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999","Male","heterosexual (straight)","New York","1 (just me!)","2","Less than 5 times per month","No","No","Yes","No","No","Had a child","No","Yes if consumers get part of the profit","I don't know","I don't know","I don't know","NY",29.99,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3957","R_2BmozPxkGPgL7AT","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999","Male","heterosexual (straight)","New York","1 (just me!)","2","Less than 5 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","I don't know","I don't know","NY",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3958","R_2zSlTKG9lhZH3r9","25 - 34 years","No","White or Caucasian,Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999","Male","heterosexual (straight)","Georgia","2","3","Less than 5 times per month","No","Yes","Yes","No","No","Moved place of residence,Had a child","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","No","IL",332.99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3959","R_10UUe0vuP5GA2RB","18 - 24 years","No","Asian","High school diploma or GED","$25,000 - $49,999","Female","heterosexual (straight)","Nevada","1 (just me!)","2","5 - 10 times per month","No","No","No","No","No","Moved place of residence","No","No","No","No","I don't know","NV",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3960","R_2t5RLLIzhkZJOII","18 - 24 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Female","heterosexual (straight)","Michigan","1 (just me!)","3","Less than 5 times per month","No","No","No","No","No","","No","No","I don't know","No","I don't know","MI",9.99,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3961","R_2t3tRCYPYTn4xQe","35 - 44 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Female","LGBTQ+","Indiana","2","2","Less than 5 times per month","Yes","Yes","Yes","No","No","Lost a job ,Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","I don't know","IN",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3962","R_2VJdNqrMivzixoI","35 - 44 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Male","heterosexual (straight)","Kentucky","1 (just me!)","3","Less than 5 times per month","Yes","Yes","Yes","No","No","","No","No","Yes","No","Yes","KY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3963","R_3QMJ85k3FUwH8Xv","25 - 34 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Male","heterosexual (straight)","Wisconsin","1 (just me!)","1 (just me!)","Less than 5 times per month","Yes","No","Yes","No","No","Lost a job ","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","No","WI",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3964","R_1NwE45kvtaPdPCt","25 - 34 years","No","White or Caucasian","High school diploma or GED","Less than $25,000","Male","heterosexual (straight)","West Virginia","1 (just me!)","2","Less than 5 times per month","No","No","No","Yes","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3965","R_2xSjiTunCwEVMUH","25 - 34 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Other","LGBTQ+","Michigan","1 (just me!)","3","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","No","MI",0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3966","R_2UWpwUpnUU92Yah","18 - 24 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Male","heterosexual (straight)","Florida","2","2","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","No","No","Yes","No","",231.98,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3967","R_2TvlIymGfskM9v9","35 - 44 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Male","LGBTQ+","Connecticut","1 (just me!)","3","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","MO",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3968","R_10PDLObOugOU8tc","35 - 44 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Female","heterosexual (straight)","Ohio","1 (just me!)","2","Less than 5 times per month","No","No","Yes","No","No","","No","No","I don't know","No","No","OH",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3969","R_x3pr7vCXkREOePv","25 - 34 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Male","heterosexual (straight)","Colorado","1 (just me!)","4+","Less than 5 times per month","No","Yes","Yes","Yes","Yes","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","CA",30.98,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3970","R_1F8kBHmvN5XyD9g","25 - 34 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Male","heterosexual (straight)","Arkansas","1 (just me!)","2","5 - 10 times per month","No","No","No","No","No","","Yes","Yes","Yes","Yes","I don't know","AR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3971","R_2RUGhslRGz8ESz1","25 - 34 years","No","White or Caucasian","High school diploma or GED","$50,000 - $74,999","Female","heterosexual (straight)","Florida","3","4+","5 - 10 times per month","Yes","Yes","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","Yes","FL",0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3972","R_3R9NyaO1pYbpRwJ","45 - 54 years","No","White or Caucasian","Bachelor's degree","Less than $25,000","Female","heterosexual (straight)","California","1 (just me!)","3","Less than 5 times per month","No","Yes","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","I don't know","Yes","CA",15.99,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3973","R_2DZYURuEmbx0uQs","18 - 24 years","No","White or Caucasian","Bachelor's degree","$100,000 - $149,999","Other","LGBTQ+","Indiana","1 (just me!)","3","Less than 5 times per month","Yes","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","IN",21.24,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3974","R_3mZKz5nOdwDq9uV","35 - 44 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999","Female","LGBTQ+","Colorado","1 (just me!)","2","Less than 5 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","No","Yes","CO",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3975","R_tQAoWQ7nHZfCcgh","25 - 34 years","No","White or Caucasian,Asian","Bachelor's degree","$75,000 - $99,999","Female","heterosexual (straight)","Minnesota","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","I don't know","I don't know","MN",11.44,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3976","R_3ez7X26xdVCMrnF","45 - 54 years","No","Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999","Female","heterosexual (straight)","Illinois","1 (just me!)","4+","Less than 5 times per month","No","No","No","No","No","","No","No","No","No","Yes","IL",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3977","R_2ebyEGI9jY5WIax","35 - 44 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Female","heterosexual (straight)","Maryland","1 (just me!)","2","Less than 5 times per month","No","No","Yes","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","Yes","MD",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3978","R_1ISJv7z3x6BnK4k","35 - 44 years","No","Black or African American","High school diploma or GED","$25,000 - $49,999","Male","LGBTQ+","Illinois","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","I don't know","Yes","IL",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3979","R_WjMJipdvxGlCPxn","45 - 54 years","No","White or Caucasian","Bachelor's degree","$150,000 or more","Female","heterosexual (straight)","Wisconsin","2","3","Less than 5 times per month","I stopped in the recent past","No","Yes","No","No","","No","No","I don't know","No","Yes","WI",0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3980","R_1P1A6wWO5XPAIPg","25 - 34 years","No","Black or African American","High school diploma or GED","$25,000 - $49,999","Female","heterosexual (straight)","Michigan","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","Yes","No","No","","No","No","I don't know","No","I don't know","MI",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3981","R_1LY9mbPmeG2WbfE","18 - 24 years","No","White or Caucasian","Bachelor's degree","$150,000 or more","Male","heterosexual (straight)","Illinois","1 (just me!)","4+","Less than 5 times per month","No","No","Yes","No","No","","No","No","I don't know","I don't know","Yes","IL",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3982","R_3EMd7qNpZzBTfeI","25 - 34 years","Yes","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999","Female","heterosexual (straight)","California","1 (just me!)","2","Less than 5 times per month","No","No","Yes","No","No","Moved place of residence","No","No","No","No","Yes","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3983","R_3s0MTWa7ceCCXi8","18 - 24 years","No","Asian","Bachelor's degree","$100,000 - $149,999","Female","LGBTQ+","District of Columbia","1 (just me!)","4+","Less than 5 times per month","No","No","No","No","No","","No","No","No","No","No","IL",15.99,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3984","R_NWQimk0JGmbcIGl","18 - 24 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Female","heterosexual (straight)","Georgia","1 (just me!)","4+","5 - 10 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","I don't know","I don't know","GA",0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3985","R_3MJrG4eo3Iyv7S6","25 - 34 years","No","Black or African American","Bachelor's degree","$75,000 - $99,999","Male","LGBTQ+","New York","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","Yes","Yes","VA",7.99,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3986","R_xFpPWhOPnXmXPlT","18 - 24 years","No","Asian","Bachelor's degree","$50,000 - $74,999","Other","LGBTQ+","Maryland","1 (just me!)","4+","Less than 5 times per month","No","Yes","No","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","Yes","MD",0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3987","R_3mmcUuadJoTFzsw","35 - 44 years","Yes","White or Caucasian","High school diploma or GED","$75,000 - $99,999","Male","LGBTQ+","Illinois","1 (just me!)","1 (just me!)","Less than 5 times per month","No","No","Yes","No","No","Moved place of residence","Yes","Yes","Yes","Yes","Yes","IL",68.47,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3988","R_2CNCdSz3Pm4L8Yi","35 - 44 years","No","Asian","Bachelor's degree","$25,000 - $49,999","Male","heterosexual (straight)","Hawaii","2","3","5 - 10 times per month","Yes","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","No","",52.68,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3989","R_1FmFxVGW4771Ubh","25 - 34 years","Yes","American Indian/Native American or Alaska Native","Bachelor's degree","$25,000 - $49,999","Female","LGBTQ+","California","1 (just me!)","2","Less than 5 times per month","No","No","No","Yes","No","Moved place of residence","No","No","I don't know","No","I don't know","CA",0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3990","R_1MRq2bN1HyXAyLJ","18 - 24 years","No","White or Caucasian,Asian,Native Hawaiian or Other Pacific Islander","Bachelor's degree","$100,000 - $149,999","Female","heterosexual (straight)","Hawaii","1 (just me!)","4+","Less than 5 times per month","No","No","No","Yes","No","","No","No","No","I don't know","Yes","HI",18.99,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3991","R_3HpkApMzQY1TOOo","25 - 34 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Male","heterosexual (straight)","Virginia","2","2","5 - 10 times per month","No","No","Yes","No","No","","No","No","No","Yes","Yes","VA",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3992","R_2w1wj73hkqGs51r","35 - 44 years","No","White or Caucasian","Bachelor's degree","$25,000 - $49,999","Female","heterosexual (straight)","Florida","2","4+","Less than 5 times per month","No","No","No","No","No","Lost a job ","Yes","Yes","Yes","Yes","Yes","",0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3993","R_2uVrjkQADn94ZMp","18 - 24 years","No","White or Caucasian","High school diploma or GED","$100,000 - $149,999","Female","LGBTQ+","Kentucky","1 (just me!)","4+","Less than 5 times per month","No","Yes","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","No","I don't know","KY",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3994","R_3stQGSo41NL5diH","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Female","heterosexual (straight)","Minnesota","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","","No","No","I don't know","Yes","Yes","IL",20.02,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3995","R_1mC1GkAuzW7JKI5","35 - 44 years","No","White or Caucasian","High school diploma or GED","Less than $25,000","Female","heterosexual (straight)","Indiana","1 (just me!)","3","Less than 5 times per month","Yes","Yes","I stopped in the recent past","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","IN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3996","R_PFXc6Hne8ygZzFL","18 - 24 years","No","White or Caucasian","High school diploma or GED","$100,000 - $149,999","Male","heterosexual (straight)","Pennsylvania","1 (just me!)","4+","Less than 5 times per month","No","No","No","No","No","Lost a job ","Yes if I get part of the profit","Yes if consumers get part of the profit","No","Yes","Yes","PA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3997","R_3KusWaiYxWt3Lwg","35 - 44 years","No","White or Caucasian","High school diploma or GED","$25,000 - $49,999","Male","heterosexual (straight)","New York","1 (just me!)","1 (just me!)","Less than 5 times per month","Yes","Yes","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3998","R_1mQUNdA7gRaxdUg","18 - 24 years","No","Black or African American","Bachelor's degree","$50,000 - $74,999","Female","heterosexual (straight)","Georgia","1 (just me!)","3","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","No","I don't know","I don't know","I don't know","FL",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3999","R_swereIi3z4ijB2F","18 - 24 years","No","Asian","Bachelor's degree","$100,000 - $149,999","Male","heterosexual (straight)","California","1 (just me!)","4+","5 - 10 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","CA",0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"4000","R_2c2EaQAx9B87TDi","25 - 34 years","No","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more","Male","heterosexual (straight)","Illinois","3","2","5 - 10 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","IL",106.61,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"4001","R_2z6ASEYEd1PP5Hu","55 - 64 years","No","White or Caucasian","Bachelor's degree","$75,000 - $99,999","Female","LGBTQ+","Texas","1 (just me!)","2","5 - 10 times per month","No","No","Yes","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","I don't know","No","Yes","TX",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"4002","R_2B2sctnVne767kg","35 - 44 years","No","White or Caucasian","High school diploma or GED","$75,000 - $99,999","Female","heterosexual (straight)","Texas","3","4+","5 - 10 times per month","No","Yes","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","Yes","Yes","",0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"4003","R_2X6cD7g7IYVpJnS","55 - 64 years","No","White or Caucasian","High school diploma or GED","Less than $25,000","Female","LGBTQ+","Florida","1 (just me!)","2","Less than 5 times per month","No","Yes","Yes","No","No","Moved place of residence","No","No","No","No","No","FL",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"4004","R_uymVOAblJS5zdNT","18 - 24 years","Yes","Other","High school diploma or GED","$25,000 - $49,999","Female","LGBTQ+","Texas","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","Moved place of residence","Yes if I get part of the profit","Yes if consumers get part of the profit","No","No","Yes","NC",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"4005","R_29ntYmnUVN4BYq5","35 - 44 years","No","White or Caucasian","Bachelor's degree","$150,000 or more","Male","heterosexual (straight)","Virginia","1 (just me!)","2","Less than 5 times per month","No","No","No","No","No","","Yes if I get part of the profit","Yes if consumers get part of the profit","Yes","I don't know","Yes","NC",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
